,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,initial_list_status,application_type,RESULT
5865,34693049,37376327,18000,18000,18000.0,0,10.49,585.12,B,7,,-1,0,43000.0,Verified,22,0,https://lendingclub.com/browse/loanDetail.action?loan_id=34693049,,debt_consolidation,Debt consolidation,442xx,OH,26.34,1,Aug-84,1,13,0,40.1,21,0,INDIVIDUAL,WRONG
5866,9216461,1458678,4000,4000,4000.0,0,14.98,138.35,C,12,Equipment Operator,2,0,40000.0,Source Verified,33,0,https://lendingclub.com/browse/loanDetail.action?loan_id=9216461,,debt_consolidation,Consolidate,935xx,CA,8.43,0,3-May,0,7,1,57.3,17,0,INDIVIDUAL,RIGHT
5867,85660814,91779558,6500,6500,6500.0,0,7.59,202.56,A,2,Customer Advocate,1,1,40000.0,Source Verified,2,0,https://lendingclub.com/browse/loanDetail.action?loan_id=85660814,,credit_card,Credit card refinancing,550xx,MN,20.81,0,11-Aug,0,26,0,33.8,27,1,INDIVIDUAL,RIGHT
5868,73222492,78520256,3350,3350,3350.0,0,19.99,124.37,E,20,Baker,1,0,10000.0,Not Verified,6,0,https://lendingclub.com/browse/loanDetail.action?loan_id=73222492,,moving,Moving and relocation,618xx,IL,50.25,0,1-Aug,0,15,0,54.1,16,1,JOINT,RIGHT
5869,38555560,41339359,10000,10000,10000.0,0,11.99,332.18,B,9,Rangeland Management Specialist,6,2,63000.0,Source Verified,20,0,https://lendingclub.com/browse/loanDetail.action?loan_id=38555560,,debt_consolidation,Debt consolidation,857xx,AZ,14.09,0,4-Mar,1,11,0,67.5,27,0,INDIVIDUAL,RIGHT
5870,53202114,56721826,7250,7250,7250.0,0,16.99,258.48,D,17,MIS Director,10,2,108000.0,Verified,14,0,https://lendingclub.com/browse/loanDetail.action?loan_id=53202114,,debt_consolidation,Debt consolidation,454xx,OH,19.12,1,Jun-95,0,14,1,63.0,26,0,INDIVIDUAL,WRONG
5871,32299461,34912733,35000,35000,35000.0,0,8.39,1103.09,A,4,Technical Business Analyst,1,1,89400.0,Verified,22,0,https://lendingclub.com/browse/loanDetail.action?loan_id=32299461,,credit_card,Credit card refinancing,372xx,TN,30.36,0,Oct-80,1,24,0,54.2,41,1,INDIVIDUAL,RIGHT
5872,84869824,90932555,20025,20025,20025.0,0,23.99,785.85,E,21,principal,9,2,100000.0,Verified,2,0,https://lendingclub.com/browse/loanDetail.action?loan_id=84869824,,moving,Moving and relocation,028xx,RI,4.51,2,Jul-94,0,5,0,96.7,16,0,INDIVIDUAL,RIGHT
5873,1945190,2277373,8000,8000,8000.0,0,6.03,243.58,A,0,Stanford Hospital and Clinics,10,2,48000.0,Not Verified,46,0,https://lendingclub.com/browse/loanDetail.action?loan_id=1945190,"Borrower added on 11/13/12 > The loan is being used to remodel the garage. Going to install a new garage door, put insulation in between the walls, put up new drywall, add texture to the walls, paint, install new wiring and put up new fixtures. Put in new flooring, add shelving and put in a new garage door opener.<br>",home_improvement,Room Remodel,940xx,CA,1.36,0,Oct-82,0,10,0,2.6,22,0,INDIVIDUAL,RIGHT
5874,73559516,78869273,3100,3100,3100.0,0,17.27,111.26,D,16,PCT,5,1,51000.0,Verified,6,0,https://lendingclub.com/browse/loanDetail.action?loan_id=73559516,,debt_consolidation,Debt consolidation,112xx,NY,18.07,0,5-Sep,0,12,0,62.5,18,1,INDIVIDUAL,RIGHT
5875,39857700,42702431,20000,20000,20000.0,1,14.31,468.42,C,13,Teacher,10,2,52000.0,Source Verified,20,0,https://lendingclub.com/browse/loanDetail.action?loan_id=39857700,,debt_consolidation,Debt consolidation,468xx,IN,11.41,0,1-Sep,0,4,0,96.4,17,1,INDIVIDUAL,RIGHT
5876,50263638,53652368,10000,10000,10000.0,0,7.26,309.97,A,3,Logistics Analyst,1,2,65000.0,Source Verified,16,0,https://lendingclub.com/browse/loanDetail.action?loan_id=50263638,,credit_card,Credit card refinancing,946xx,CA,12.7,0,May-86,1,13,1,55.6,28,1,INDIVIDUAL,RIGHT
5877,6530715,8082739,21200,21200,21175.0,1,16.78,524.19,C,14,SUSD,10,0,47851.46,Verified,37,0,https://lendingclub.com/browse/loanDetail.action?loan_id=6530715,,debt_consolidation,debt consolidation,952xx,CA,28.88,0,May-99,0,4,0,95.8,16,0,INDIVIDUAL,WRONG
5878,1471279,1728271,1625,1625,1625.0,0,15.31,56.52,C,11,Sigma Marble,3,1,20000.0,Not Verified,49,0,https://lendingclub.com/browse/loanDetail.action?loan_id=1471279,Borrower added on 08/09/12 > car repairs and parts<br><br> Borrower added on 08/10/12 > need for car parts and repairs<br>,major_purchase,Debt,752xx,TX,4.22,0,9-Mar,4,3,0,29.3,4,0,INDIVIDUAL,RIGHT
5879,44766829,47844617,28000,28000,28000.0,0,13.99,956.88,C,13,President,8,2,150000.0,Verified,17,0,https://lendingclub.com/browse/loanDetail.action?loan_id=44766829,,home_improvement,Home improvement,028xx,RI,2.83,0,3-May,2,7,0,20.1,19,0,INDIVIDUAL,RIGHT
5880,53844891,57385638,17000,17000,17000.0,0,7.89,531.97,A,4,manager,1,2,75000.0,Not Verified,14,0,https://lendingclub.com/browse/loanDetail.action?loan_id=53844891,,debt_consolidation,Debt consolidation,951xx,CA,32.37,0,Nov-90,1,21,1,14.3,48,0,INDIVIDUAL,RIGHT
5881,76323261,81833046,12000,12000,12000.0,0,5.32,361.46,A,0,Quality Test Specialist,10,0,49800.0,Verified,5,0,https://lendingclub.com/browse/loanDetail.action?loan_id=76323261,,debt_consolidation,Debt consolidation,030xx,NH,6.18,1,Dec-99,0,5,0,63.0,22,1,INDIVIDUAL,RIGHT
5882,31647816,34241033,21000,21000,21000.0,0,13.98,717.69,C,12,mental health clinician,10,1,75000.0,Verified,23,0,https://lendingclub.com/browse/loanDetail.action?loan_id=31647816,,debt_consolidation,Debt consolidation,029xx,RI,18.78,4,Nov-93,2,25,0,62.8,46,1,INDIVIDUAL,RIGHT
5883,68743242,73667037,35000,35000,35000.0,1,20.5,936.76,E,23,Officer,8,2,115000.0,Source Verified,8,0,https://lendingclub.com/browse/loanDetail.action?loan_id=68743242,,debt_consolidation,Debt consolidation,325xx,FL,16.48,0,3-Nov,1,14,0,50.8,34,0,INDIVIDUAL,WRONG
5884,364557,375199,3000,3000,2074.434624,0,13.67,101.82,D,16,Freedom Newspapers of Southwestern Arizona,5,0,45327.0,Not Verified,93,0,https://lendingclub.com/browse/loanDetail.action?loan_id=364557,"My family has a great opportunity to move from Arizona to Mississippi for better job opportunities. While we would like to take this opportunity, the cost of moving is much steeper than what we have available to us right now.",moving,Moving Expenses,853xx,AZ,2.33,2,May-00,0,3,0,44.4,6,0,INDIVIDUAL,WRONG
5885,50003865,53362615,3000,3000,3000.0,0,6.89,92.83,A,2,Teacher,10,0,35000.0,Not Verified,15,0,https://lendingclub.com/browse/loanDetail.action?loan_id=50003865,,debt_consolidation,Debt consolidation,330xx,FL,26.38,0,Sep-88,0,10,0,55.1,17,1,INDIVIDUAL,RIGHT
5886,88023326,94304059,35000,35000,35000.0,1,21.49,956.85,D,19,Senior Administrative Officer,10,2,107000.0,Source Verified,0,0,https://lendingclub.com/browse/loanDetail.action?loan_id=88023326,,debt_consolidation,Debt consolidation,208xx,MD,10.76,0,Jul-84,0,8,0,72.3,19,1,INDIVIDUAL,RIGHT
5887,6169030,7651175,5375,5375,5375.0,0,13.05,181.24,B,9,Lutheran General Hospital,5,0,25000.0,Verified,38,0,https://lendingclub.com/browse/loanDetail.action?loan_id=6169030,,major_purchase,purchase of car,600xx,IL,30.85,0,9-Jun,0,12,0,43.2,15,1,INDIVIDUAL,RIGHT
5888,65324085,69910876,35000,35000,34975.0,1,18.99,907.65,E,22,Vice President,10,2,85000.0,Source Verified,9,0,https://lendingclub.com/browse/loanDetail.action?loan_id=65324085,,debt_consolidation,Debt consolidation,452xx,OH,30.24,1,Jan-80,1,12,0,79.3,32,1,INDIVIDUAL,RIGHT
5889,5625323,7007543,12000,12000,11975.0,0,6.03,365.29,A,0,OpenSpan,1,2,95000.0,Not Verified,39,0,https://lendingclub.com/browse/loanDetail.action?loan_id=5625323,Borrower added on 05/29/13 > this money is going toward repairing my pool. Water is seeping out the bottom and the tile is cracked and coming loose. We also need to refinish the patio. Total repair cost will be about 17K of which I need to borrow 12K. Thank you.<br>,home_improvement,Pool Repair,300xx,GA,15.67,0,Jun-84,0,13,0,41.6,26,0,INDIVIDUAL,RIGHT
5890,42484747,45451529,35000,35000,35000.0,0,13.33,1185.15,C,12,Vice President,10,2,160000.0,Verified,18,0,https://lendingclub.com/browse/loanDetail.action?loan_id=42484747,,credit_card,Credit card refinancing,775xx,TX,14.65,0,Nov-97,0,9,0,88.9,24,1,INDIVIDUAL,RIGHT
5891,38615715,41399507,10000,10000,10000.0,0,8.19,314.3,A,4,Executive Assistant,1,1,98000.0,Not Verified,20,0,https://lendingclub.com/browse/loanDetail.action?loan_id=38615715,,debt_consolidation,Debt consolidation,945xx,CA,23.89,0,Sep-92,0,19,1,75.6,37,0,INDIVIDUAL,RIGHT
5892,1192964,1433915,5000,5000,5000.0,0,9.76,160.84,B,5,,-1,0,12000.0,Source Verified,53,0,https://lendingclub.com/browse/loanDetail.action?loan_id=1192964,"Borrower added on 04/03/12 > The rates of this loan seem very manageable, and I dont forsee any reason why I couldnt pay this off as expected. I have a proven track record of meeting my financial obligations.<br>",major_purchase,Transportation Needs and Dept. Payoff,958xx,CA,11.71,0,Jun-91,2,10,0,37.9,14,0,INDIVIDUAL,RIGHT
5893,51880634,55310472,28000,28000,28000.0,0,6.89,863.65,A,2,auditor,10,2,110000.0,Source Verified,15,0,https://lendingclub.com/browse/loanDetail.action?loan_id=51880634,,credit_card,Credit card refinancing,540xx,WI,8.81,0,Aug-97,0,9,0,63.6,25,1,INDIVIDUAL,RIGHT
5894,8395907,10137993,9000,9000,9000.0,0,11.99,299.01,B,7,sales,2,0,41000.0,Verified,34,0,https://lendingclub.com/browse/loanDetail.action?loan_id=8395907,"Borrower added on 10/22/13 > I want to pay off my credit card debt and improve my credit rating, so that I can improve quality of life.<br>",debt_consolidation,uphill,802xx,CO,5.13,0,Mar-98,0,5,1,70.6,16,0,INDIVIDUAL,RIGHT
5895,32339062,34952301,10800,10800,10800.0,0,8.67,341.57,B,5,partner,3,0,85000.0,Source Verified,22,0,https://lendingclub.com/browse/loanDetail.action?loan_id=32339062,,moving,Moving and relocation,941xx,CA,10.98,0,7-Sep,0,9,0,15.8,22,0,INDIVIDUAL,RIGHT
5896,52576312,56066029,21600,21600,21600.0,0,10.99,707.18,B,8,Chief CRNA,3,2,200000.0,Source Verified,15,1,https://lendingclub.com/browse/loanDetail.action?loan_id=52576312,,debt_consolidation,Debt consolidation,478xx,IN,14.04,2,Mar-99,0,22,1,75.4,45,1,INDIVIDUAL,WRONG
5897,48526164,51774951,6300,6300,6300.0,0,6.68,193.6,A,2,Lead Officer,10,2,43680.0,Not Verified,16,0,https://lendingclub.com/browse/loanDetail.action?loan_id=48526164,,major_purchase,Major purchase,441xx,OH,14.22,3,May-79,1,8,0,40.1,21,0,INDIVIDUAL,RIGHT
5898,80978317,86714039,16000,16000,16000.0,1,6.0,307.18,B,6,Program Management,4,1,60000.0,Source Verified,3,0,https://lendingclub.com/browse/loanDetail.action?loan_id=80978317,,credit_card,Credit card refinancing,844xx,UT,23.25,0,2-Dec,1,9,0,50.5,14,1,INDIVIDUAL,RIGHT
5899,25347929,27790576,20000,20000,20000.0,1,14.99,475.58,C,14,Federal Agent,10,2,95000.0,Source Verified,25,0,https://lendingclub.com/browse/loanDetail.action?loan_id=25347929,,debt_consolidation,Debt consolidation,140xx,NY,16.7,0,3-Mar,0,16,0,46.3,36,0,INDIVIDUAL,WRONG
5900,90341674,96843003,5000,5000,5000.0,0,16.99,177.86,D,15,Software Developer,10,0,103000.0,Source Verified,0,0,https://lendingclub.com/browse/loanDetail.action?loan_id=90341674,,car,Car financing,921xx,CA,7.87,0,Jun-95,1,7,1,36.1,16,0,INDIVIDUAL,RIGHT
5901,1349374,1593741,14825,14825,14825.0,0,13.67,504.08,B,9,,2,0,30000.0,Verified,51,0,https://lendingclub.com/browse/loanDetail.action?loan_id=1349374,Borrower added on 06/10/12 > Retail business has been in operation since 2009.<br><br> Borrower added on 06/11/12 > expanding inventory<br>,small_business,Personal Loan,918xx,CA,9.47,0,4-Nov,1,8,0,35.1,10,0,INDIVIDUAL,RIGHT
5902,12876202,14898347,10000,10000,10000.0,0,12.99,337.0,B,9,Administrative Support,3,0,60000.0,Source Verified,30,0,https://lendingclub.com/browse/loanDetail.action?loan_id=12876202,,credit_card,Credit card refinancing,941xx,CA,6.53,0,5-Oct,0,7,0,79.9,7,1,INDIVIDUAL,WRONG
5903,8981360,10782866,32350,32350,32350.0,0,16.2,1140.29,C,13,elevator mechanic,10,1,107000.0,Source Verified,34,0,https://lendingclub.com/browse/loanDetail.action?loan_id=8981360,,credit_card,credit refi,194xx,PA,8.27,0,1-Dec,1,9,0,77.7,17,0,INDIVIDUAL,RIGHT
5904,20889388,23162241,28000,28000,28000.0,0,11.67,925.85,B,8,Federal Agent,7,2,100000.0,Verified,26,0,https://lendingclub.com/browse/loanDetail.action?loan_id=20889388,,debt_consolidation,Debt consolidation,378xx,TN,27.13,0,2-Jul,3,9,0,91.4,23,1,INDIVIDUAL,WRONG
5905,74002034,79365759,11200,11200,11200.0,0,12.99,377.34,C,11,Supervisor,10,2,75000.0,Not Verified,5,0,https://lendingclub.com/browse/loanDetail.action?loan_id=74002034,,debt_consolidation,Debt consolidation,394xx,MS,31.19,0,Jul-96,0,15,1,68.9,26,1,INDIVIDUAL,RIGHT
5906,67278685,72080450,19425,19425,19425.0,0,13.18,656.3,C,12,Health Information coder,10,2,54000.0,Verified,9,0,https://lendingclub.com/browse/loanDetail.action?loan_id=67278685,,debt_consolidation,Debt consolidation,044xx,ME,12.56,0,Mar-00,1,8,0,48.3,20,1,INDIVIDUAL,RIGHT
5907,3731377,4724437,5000,5000,5000.0,0,19.72,185.05,D,19,Pierce Traint,10,2,78000.0,Source Verified,41,0,https://lendingclub.com/browse/loanDetail.action?loan_id=3731377,,moving,Moving Loan,984xx,WA,10.91,0,1-Oct,4,9,0,71.2,28,1,INDIVIDUAL,WRONG
5908,40307683,43172418,5000,5000,5000.0,0,15.61,174.86,D,15,Banquet server,6,0,35000.0,Verified,19,0,https://lendingclub.com/browse/loanDetail.action?loan_id=40307683,,credit_card,Credit card refinancing,070xx,NJ,23.86,0,4-Jan,1,21,1,26.0,33,1,INDIVIDUAL,RIGHT
5909,59250424,63138185,18000,18000,18000.0,1,9.99,382.46,B,7,Field Supervisor,10,2,75000.0,Not Verified,13,0,https://lendingclub.com/browse/loanDetail.action?loan_id=59250424,,credit_card,Credit card refinancing,283xx,NC,24.44,0,Jun-94,1,11,0,28.0,15,1,INDIVIDUAL,WRONG
5910,77554886,83135902,20000,20000,20000.0,0,15.31,696.18,C,14,Food Service Manager,2,0,55000.0,Source Verified,5,0,https://lendingclub.com/browse/loanDetail.action?loan_id=77554886,,debt_consolidation,,902xx,CA,20.6,0,8-Nov,1,12,0,38.6,13,1,INDIVIDUAL,RIGHT
5911,8515025,10267151,28000,28000,28000.0,0,11.99,929.87,B,7,Sr. Account Executive,1,2,145000.0,Verified,34,0,https://lendingclub.com/browse/loanDetail.action?loan_id=8515025,Borrower added on 10/24/13 > Debt consolidation.<br>,debt_consolidation,Debt consolidation,945xx,CA,25.76,0,Mar-89,0,10,0,97.0,18,0,INDIVIDUAL,RIGHT
5912,60830295,64872010,28000,28000,28000.0,0,13.33,948.02,C,12,District manager,10,2,80000.0,Not Verified,12,0,https://lendingclub.com/browse/loanDetail.action?loan_id=60830295,,debt_consolidation,Debt consolidation,196xx,PA,26.63,0,Sep-94,1,26,0,52.6,49,0,INDIVIDUAL,RIGHT
5913,12996634,15028817,28000,28000,28000.0,0,8.9,889.52,A,4,Correctional Officer,7,2,175000.0,Not Verified,29,0,https://lendingclub.com/browse/loanDetail.action?loan_id=12996634,,debt_consolidation,Debt consolidation,932xx,CA,7.93,0,Aug-93,0,18,0,53.7,27,1,INDIVIDUAL,WRONG
5914,36240487,38951835,8000,8000,8000.0,0,8.67,253.23,B,5,Teacher,1,1,39000.0,Not Verified,21,0,https://lendingclub.com/browse/loanDetail.action?loan_id=36240487,,debt_consolidation,Debt consolidation,300xx,GA,16.19,0,6-Oct,1,22,0,35.0,38,0,INDIVIDUAL,RIGHT
5915,17103114,19225650,2100,2100,2100.0,0,12.49,70.13,B,9,Finance Mgr,2,2,110000.0,Source Verified,28,0,https://lendingclub.com/browse/loanDetail.action?loan_id=17103114,,home_improvement,Home improvement,953xx,CA,6.62,0,Apr-89,0,7,1,39.1,63,1,INDIVIDUAL,RIGHT
5916,429886,509503,5000,5000,4975.0,0,11.14,164.36,B,5,Orchid Cellmark,1,3,70000.0,Not Verified,85,0,https://lendingclub.com/browse/loanDetail.action?loan_id=429886,Need an unsecured loan,educational,Personal Loan,750xx,TX,14.8,0,Jul-99,2,18,0,17.1,38,0,INDIVIDUAL,RIGHT
5917,53894913,57435654,8275,8275,8275.0,0,9.99,266.71,B,7,Cashier,2,0,18000.0,Source Verified,14,0,https://lendingclub.com/browse/loanDetail.action?loan_id=53894913,,debt_consolidation,Debt consolidation,917xx,CA,19.75,0,2-Mar,1,9,0,32.9,14,1,INDIVIDUAL,WRONG
5918,18555246,20717920,15000,15000,15000.0,0,10.99,490.78,B,7,delivery driver,8,2,67000.0,Not Verified,27,1,https://lendingclub.com/browse/loanDetail.action?loan_id=18555246,,debt_consolidation,Debt consolidation,067xx,CT,12.79,0,May-96,2,10,0,63.8,24,1,INDIVIDUAL,WRONG
5919,12465782,14477920,28000,28000,27900.0,0,7.62,872.33,A,2,President,6,1,146000.0,Source Verified,30,0,https://lendingclub.com/browse/loanDetail.action?loan_id=12465782,,credit_card,Credit card refinancing,312xx,GA,13.49,0,Nov-95,1,12,0,70.3,25,0,INDIVIDUAL,RIGHT
5920,67339452,72141248,10000,10000,10000.0,0,9.17,318.98,B,6,Police Officer,10,2,90000.0,Source Verified,9,0,https://lendingclub.com/browse/loanDetail.action?loan_id=67339452,,debt_consolidation,Debt consolidation,441xx,OH,11.56,0,2-Apr,0,5,0,50.9,18,1,INDIVIDUAL,RIGHT
5921,89916487,96310285,3000,3000,3000.0,0,8.99,95.09,B,5,,-1,0,16000.0,Not Verified,0,0,https://lendingclub.com/browse/loanDetail.action?loan_id=89916487,,debt_consolidation,Debt consolidation,356xx,AL,18.23,0,3-Sep,0,5,0,25.0,15,1,INDIVIDUAL,RIGHT
5922,54248375,57779100,10000,10000,10000.0,0,6.89,308.2,A,2,"Vice President, Strategic Partnerships",10,0,78000.0,Source Verified,14,0,https://lendingclub.com/browse/loanDetail.action?loan_id=54248375,,home_improvement,Home improvement,303xx,GA,14.79,0,Sep-94,2,15,0,26.6,28,0,INDIVIDUAL,RIGHT
5923,9404889,11237012,19100,19100,19100.0,0,14.47,656.82,C,11,Insurance Agent,10,2,116000.0,Verified,33,1,https://lendingclub.com/browse/loanDetail.action?loan_id=9404889,Borrower added on 12/09/13 > I will be using my loan to pay off all of my high interest credit cards.<br>,debt_consolidation,Debt consolidation,130xx,NY,17.16,1,Jan-98,0,19,0,79.0,29,0,INDIVIDUAL,WRONG
5924,2275445,2697646,24375,24375,24375.0,1,19.05,633.08,D,18,John E Settle Jr,10,2,55000.0,Verified,45,1,https://lendingclub.com/browse/loanDetail.action?loan_id=2275445,,debt_consolidation,pay,711xx,LA,28.34,0,Sep-88,1,10,0,91.4,28,0,INDIVIDUAL,RIGHT
5925,61403622,65522488,7200,7200,7175.0,0,17.57,258.83,D,18,,-1,0,38000.0,Source Verified,11,0,https://lendingclub.com/browse/loanDetail.action?loan_id=61403622,,debt_consolidation,Debt consolidation,170xx,PA,23.51,0,Jun-98,0,7,0,0.0,27,0,INDIVIDUAL,RIGHT
5926,5608576,6990935,18200,18200,18200.0,1,17.27,454.96,C,14,Monogahela Valley Hospital,6,2,52000.0,Verified,39,0,https://lendingclub.com/browse/loanDetail.action?loan_id=5608576,,credit_card,Payoff,153xx,PA,27.92,1,2-Dec,0,12,0,41.5,32,1,INDIVIDUAL,RIGHT
5927,9788076,11639929,15000,15000,15000.0,0,12.85,503.96,B,8,Carpenter,3,2,44500.0,Source Verified,33,1,https://lendingclub.com/browse/loanDetail.action?loan_id=9788076,,debt_consolidation,Debt consolidation,056xx,VT,11.05,1,3-Jun,0,6,0,62.1,13,0,INDIVIDUAL,WRONG
5928,40993398,43869323,28000,28000,28000.0,0,6.92,863.65,A,3,Vice President,2,2,181000.0,Source Verified,18,0,https://lendingclub.com/browse/loanDetail.action?loan_id=40993398,,credit_card,Credit card refinancing,604xx,IL,12.03,0,Dec-93,1,19,0,85.0,48,1,INDIVIDUAL,RIGHT
5929,76966127,82523862,16000,16000,16000.0,0,16.29,564.86,D,15,foreman,10,1,90000.0,Not Verified,5,0,https://lendingclub.com/browse/loanDetail.action?loan_id=76966127,,debt_consolidation,Debt consolidation,255xx,WV,9.55,0,Jul-94,0,4,0,17.2,12,1,INDIVIDUAL,WRONG
5930,71041149,76142862,14400,14400,14400.0,0,18.25,522.41,D,17,Human Resource Assistant 2,10,0,36000.0,Verified,7,1,https://lendingclub.com/browse/loanDetail.action?loan_id=71041149,,debt_consolidation,Debt consolidation,171xx,PA,13.08,0,2-Mar,1,12,0,78.1,14,0,INDIVIDUAL,WRONG
5931,43769591,46776320,10000,10000,10000.0,0,12.29,333.45,C,10,sales and markdeting,2,2,58000.0,Source Verified,17,0,https://lendingclub.com/browse/loanDetail.action?loan_id=43769591,,debt_consolidation,Debt consolidation,731xx,OK,14.66,0,Feb-89,3,14,1,60.0,46,0,INDIVIDUAL,RIGHT
5932,87103677,93356430,12000,12000,12000.0,0,10.49,389.79,B,7,,-1,0,37849.0,Source Verified,1,0,https://lendingclub.com/browse/loanDetail.action?loan_id=87103677,,debt_consolidation,Debt consolidation,137xx,NY,15.42,0,Jul-00,0,10,0,57.9,15,1,INDIVIDUAL,RIGHT
5933,46736222,49884103,6000,6000,6000.0,0,11.53,197.74,B,9,Business Analyst II,4,0,75000.0,Source Verified,16,0,https://lendingclub.com/browse/loanDetail.action?loan_id=46736222,,medical,Medical expenses,617xx,IL,19.65,0,1-Nov,3,9,2,68.7,53,1,INDIVIDUAL,RIGHT
5934,85536812,91655688,5000,5000,5000.0,0,16.99,178.31,D,15,assembler,3,1,31500.0,Verified,2,0,https://lendingclub.com/browse/loanDetail.action?loan_id=85536812,,credit_card,Credit card refinancing,689xx,NE,19.26,0,5-Jan,1,13,0,72.3,20,1,INDIVIDUAL,WRONG
5935,29203964,31737156,24500,24500,24500.0,1,9.17,510.47,B,5,Deputy senior officer,10,2,91000.0,Source Verified,23,0,https://lendingclub.com/browse/loanDetail.action?loan_id=29203964,,debt_consolidation,Debt consolidation,933xx,CA,18.11,1,2-Nov,0,9,0,47.6,34,1,INDIVIDUAL,RIGHT
5936,65894538,70589256,5500,5500,5500.0,0,13.18,186.12,C,12,teob,10,2,50000.0,Source Verified,10,0,https://lendingclub.com/browse/loanDetail.action?loan_id=65894538,,credit_card,Credit card refinancing,180xx,PA,19.87,0,6-Jul,1,8,0,81.8,10,1,INDIVIDUAL,RIGHT
5937,77517455,83097190,20700,20700,20700.0,0,23.13,802.97,F,25,Instructor,4,1,46000.0,Verified,4,0,https://lendingclub.com/browse/loanDetail.action?loan_id=77517455,,home_improvement,Home improvement,070xx,NJ,39.51,0,5-Oct,1,21,0,81.2,37,1,INDIVIDUAL,WRONG
5938,34441944,37105213,25000,25000,25000.0,1,11.44,548.94,B,8,Program Support Supervisor,10,2,68000.0,Source Verified,22,0,https://lendingclub.com/browse/loanDetail.action?loan_id=34441944,,debt_consolidation,Debt consolidation,933xx,CA,22.75,0,Apr-89,0,11,0,87.6,19,1,INDIVIDUAL,RIGHT
5939,42324476,45301235,4000,4000,4000.0,0,14.65,137.88,C,14,Office Manager,10,1,32500.0,Verified,17,0,https://lendingclub.com/browse/loanDetail.action?loan_id=42324476,,debt_consolidation,Debt consolidation,606xx,IL,11.38,1,3-Dec,2,5,0,96.7,22,1,INDIVIDUAL,RIGHT
5940,54474507,58055256,15000,15000,15000.0,0,9.17,478.18,B,6,,-1,1,35859.24,Verified,14,0,https://lendingclub.com/browse/loanDetail.action?loan_id=54474507,,debt_consolidation,Debt consolidation,724xx,AR,17.37,0,May-88,0,10,0,61.1,23,1,INDIVIDUAL,RIGHT
5941,31066259,33629439,10000,10000,10000.0,0,24.08,392.77,F,26,sales director,3,0,115000.0,Verified,23,0,https://lendingclub.com/browse/loanDetail.action?loan_id=31066259,,renewable_energy,Green loan,454xx,OH,9.57,0,3-Feb,3,5,0,70.5,11,0,INDIVIDUAL,RIGHT
5942,41129547,44005278,17000,17000,17000.0,1,18.25,434.09,E,20,Managment,10,0,41000.0,Source Verified,19,1,https://lendingclub.com/browse/loanDetail.action?loan_id=41129547,,debt_consolidation,Debt consolidation,960xx,CA,11.31,0,1-Nov,0,12,0,21.7,17,0,INDIVIDUAL,WRONG
5943,1619705,1891499,4200,4200,4200.0,0,17.27,150.4,C,14,NY Spine & Wellness Center,1,0,30000.0,Not Verified,47,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1619705,Borrower added on 10/16/12 > I've been injured and need some extra money to help pay my medical expenses<br>,medical,Med. Payment,131xx,NY,20.35,0,4-May,2,8,0,66.0,16,0,INDIVIDUAL,RIGHT
5944,48594739,51843473,12000,12000,12000.0,1,17.86,303.92,D,19,Director,10,0,120000.0,Verified,16,0,https://lendingclub.com/browse/loanDetail.action?loan_id=48594739,,credit_card,Credit card refinancing,025xx,MA,16.51,0,Jun-96,4,16,1,73.0,45,1,INDIVIDUAL,RIGHT
5945,28604113,31127317,5000,5000,5000.0,0,10.15,161.67,B,6,,-1,1,35000.0,Source Verified,23,0,https://lendingclub.com/browse/loanDetail.action?loan_id=28604113,,car,Car financing,117xx,NY,22.6,0,Sep-76,0,6,0,41.2,8,1,INDIVIDUAL,RIGHT
5946,70451641,75484365,24000,24000,24000.0,0,9.75,771.76,B,7,Executive Assistant,1,0,93000.0,Not Verified,7,0,https://lendingclub.com/browse/loanDetail.action?loan_id=70451641,,debt_consolidation,Debt consolidation,114xx,NY,21.4,0,2-Jun,1,29,0,72.4,36,0,INDIVIDUAL,RIGHT
5947,53914604,57455339,12000,12000,12000.0,0,6.89,369.76,A,2,Manager,10,0,48000.0,Source Verified,14,0,https://lendingclub.com/browse/loanDetail.action?loan_id=53914604,,debt_consolidation,Debt consolidation,080xx,NJ,24.17,0,May-98,0,17,0,20.2,27,0,INDIVIDUAL,RIGHT
5948,34382988,37046322,28000,28000,28000.0,1,8.19,570.47,A,4,Sr. Program Manager,10,2,148600.0,Verified,22,0,https://lendingclub.com/browse/loanDetail.action?loan_id=34382988,,debt_consolidation,Debt consolidation,220xx,VA,11.99,0,Sep-96,0,22,0,37.6,57,1,INDIVIDUAL,RIGHT
5949,86993859,93246629,36000,36000,36000.0,1,13.99,837.48,C,12,Security,4,2,72000.0,Verified,1,0,https://lendingclub.com/browse/loanDetail.action?loan_id=86993859,,debt_consolidation,Debt consolidation,339xx,FL,28.33,0,Apr-69,0,10,0,63.4,23,1,INDIVIDUAL,RIGHT
